Gene,log2FC,pval,-log10(pval),GeneName
ENSG00000108344.10,3.6348713223221454,9.743898947866428e-23,22.0112672286738,PSMD3
ENSG00000068697.6,1.751692272441427,1.0868361227392491e-22,21.96383593554158,LAPTM4A
ENSG00000125691.8,3.952206165055914,1.5388436323924244e-22,21.81280550819924,RPL23
ENSG00000083307.6,6.322651602046448,1.5554855262631718e-22,21.808134025631,GRHL2
ENSG00000108953.12,1.6177094845551228,4.371068744741838e-22,21.35941236321356,YWHAE
ENSG00000135525.14,5.377691724264382,5.215193790424951e-22,21.282729549068996,MAP7
ENSG00000108349.10,3.4860876487428083,8.693684869662579e-22,21.060796106248592,CASC3
ENSG00000182809.6,3.41589378326384,1.6079351085259812e-21,20.79373148206627,CRIP2
ENSG00000131771.9,5.2183989375812185,1.694684222089221e-21,20.770911213909493,PPP1R1B
ENSG00000162545.5,5.930188636496256,1.9647344186279576e-21,20.70669614672344,CAMK2N1
ENSG00000115128.6,1.357444616554842,2.2614549975032297e-21,20.64561205020437,SF3B14
ENSG00000143742.8,1.6165038250801924,2.9504770675151404e-21,20.53010775655128,SRP9
ENSG00000008394.8,5.102468589680876,4.25008250282505e-21,20.37160263932054,MGST1
ENSG00000147862.10,3.99154841934981,4.335209988973071e-21,20.362989861314983,NFIB
ENSG00000228748.2,4.29733734271101,5.600332335881146e-21,20.25178620025152,RP13-39P12.3
ENSG00000228253.1,1.6193480964022982,6.0710602047047696e-21,20.21673546035034,MT-ATP8
ENSG00000125398.5,4.552474165045989,7.415387368253392e-21,20.12986615717764,SOX9
ENSG00000126778.7,7.559056131724452,7.849783794837558e-21,20.10514230478368,SIX1
ENSG00000143153.8,3.5378009814014995,8.000305477462604e-21,20.09689342992762,ATP1B1
ENSG00000166347.14,2.626646834675525,9.27229473604876e-21,20.032812772018016,CYB5A
ENSG00000115884.6,5.716866645970709,9.298755237293045e-21,20.03157518367791,SDC1
ENSG00000135540.7,5.004728702261105,9.696614162032884e-21,20.013379885057457,NHSL1
ENSG00000203950.6,4.75957248489147,1.2022788201865036e-20,19.91999480352598,FAM127B
ENSG00000250722.1,6.034153067783685,1.22332699230965e-20,19.9124574415946,SEPP1
ENSG00000096696.9,3.4487585789145063,1.3707813843004764e-20,19.8630318020759,DSP
ENSG00000198886.2,1.6941583090751493,1.649448918259311e-20,19.782661129564907,MT-ND4
ENSG00000065154.7,2.4330610704552376,2.2089208690689288e-20,19.655819841730317,OAT
ENSG00000141738.9,6.729017578946275,2.519763762988291e-20,19.598640173996174,GRB7
ENSG00000212907.2,1.7101238290045355,3.334911984332905e-20,19.4769156235834,MT-ND4L
ENSG00000136888.6,1.436484227335301,4.1625965063438965e-20,19.380635684611924,ATP6V1G1
ENSG00000197822.6,4.130913305609429,5.872441700512259e-20,19.231181286048272,OCLN
ENSG00000111057.6,3.351029039218729,6.070486785747296e-20,19.216776481925173,KRT18
ENSG00000147676.9,7.0374319441619,6.222680634413126e-20,19.206022487665894,MAL2
ENSG00000198712.1,1.3862562871649633,8.382228144117967e-20,19.076640522888585,MT-CO2
ENSG00000162599.11,3.551000969093815,1.2983669813455685e-19,18.886602537545468,NFIA
ENSG00000168672.3,4.300837512166161,1.359003429326753e-19,18.86677944736184,FAM84B
ENSG00000006625.13,2.3350611652848228,1.4369613759534354e-19,18.84255490509871,GGCT
ENSG00000232941.1,3.117693334585113,2.325085699989799e-19,18.63356103488296,AC090186.1
ENSG00000112378.11,3.842162151556644,3.0740687316533907e-19,18.51228642654216,PERP
ENSG00000167815.7,1.7095082211838513,3.6483061613310063e-19,18.43790872335969,PRDX2
ENSG00000140264.15,0.8815336394412832,3.7685319449902016e-19,18.423827798960808,SERF2
ENSG00000004779.5,1.6969523720057855,5.407097568345199e-19,18.26703579372905,NDUFAB1
ENSG00000125971.12,1.5616343600204132,6.562340232310213e-19,18.1829412568539,DYNLRB1
ENSG00000052126.10,7.009063144246762,6.962476028489776e-19,18.15723628707316,PLEKHA5
ENSG00000151366.8,1.7283569526634714,7.547376803369048e-19,18.122203967281838,NDUFC2
ENSG00000185499.12,4.719043843270457,8.659873618267859e-19,18.06248844600683,MUC1
ENSG00000147400.8,3.086939710905118,9.16189425327899e-19,18.03801472516444,CETN2
ENSG00000109390.7,1.5200325040604517,9.657604501052296e-19,18.01513058383188,NDUFC1
ENSG00000039068.14,3.9247387787952697,9.834980306525906e-19,18.00722650537105,CDH1
ENSG00000112695.7,1.1428902233526568,9.934110194500673e-19,18.002871026885778,COX7A2
ENSG00000158604.10,2.060261650782717,1.4106728553197686e-18,17.85057369042883,TMED4
ENSG00000154380.12,3.696216904826455,1.8229458850506768e-18,17.73922622337613,ENAH
ENSG00000248527.1,1.5039436617916948,2.0133591447350717e-18,17.69607874837792,MTATP6P1
ENSG00000127922.5,1.1905265720258358,2.1329365053737913e-18,17.671022072715704,SHFM1
ENSG00000198729.4,6.3213099667531,2.2156032841633467e-18,17.654507999775145,PPP1R14C
