Gene,log2FC,pval,-log10(pval),GeneName
ENSG00000147168.8,-10.026122408956642,4.144901640212675e-20,19.3824857709327,IL2RG
ENSG00000122545.13,-1.7545033421210263,4.1834890647787576e-20,19.378461361879047,SEPT7
ENSG00000169442.4,-6.694736098054263,5.550411497285753e-20,19.25567481789071,CD52
ENSG00000152601.13,-3.1822000781843505,7.667328679113278e-20,19.115355919231614,MBNL1
ENSG00000115165.5,-15.021676446809922,8.76232969800023e-20,19.05738040975995,CYTIP
ENSG00000132475.4,-1.3212191948161056,9.422782198733745e-20,19.025820847190364,H3F3B
ENSG00000198502.5,-6.894162183824042,1.622177836609279e-19,18.78990153654629,HLA-DRB5
ENSG00000196735.7,-10.359115432952384,1.790497436091155e-19,18.747026296541083,HLA-DQA1
ENSG00000143401.10,-2.9388998718434074,2.0920843780453397e-19,18.679420803466098,ANP32E
ENSG00000247774.2,-12.061423385644067,3.213239281703217e-19,18.49305693244601,PCED1B-AS1
ENSG00000069493.10,-4.5260878268452815,4.719831528044849e-19,18.326073503007077,CLEC2D
ENSG00000133639.3,-2.633542350860659,4.843545286304289e-19,18.314836635330455,BTG1
ENSG00000013441.11,-2.1291352520952502,5.593314396678561e-19,18.25233076856642,CLK1
ENSG00000179344.12,-6.4003607783054814,6.290816863119855e-19,18.20129295771663,HLA-DQB1
ENSG00000121966.6,-6.341598768107394,8.22137110121412e-19,18.085055747905784,CXCR4
ENSG00000130755.8,-5.535297583008358,9.156708252380045e-19,18.038260622921435,GMFG
ENSG00000255594.1,-12.892668756866966,1.0824055701484413e-18,17.96560998148942,Z82188.1
ENSG00000122862.4,-5.305420488814069,1.8870725974628517e-18,17.7242113917953,SRGN
ENSG00000224578.3,-1.8927633648312807,2.2769087519475433e-18,17.642654373565673,HNRNPA1P48
ENSG00000128340.10,-4.341693493596889,2.2897929804838615e-18,17.640203780322835,RAC2
ENSG00000158985.9,-2.37111748003683,3.169444380697284e-18,17.499016865084055,CDC42SE2
ENSG00000187514.10,-1.1864987583362616,3.2004123858655978e-18,17.494794057503007,PTMA
ENSG00000116741.6,-10.887687667878152,9.863589495539913e-18,17.005965010574084,RGS2
ENSG00000101109.7,-3.558768240440183,1.6265170781896266e-17,16.78874137233013,STK4
ENSG00000081189.9,-6.188867617533096,1.8006748947310705e-17,16.74456469038389,MEF2C
ENSG00000206503.7,-2.0806525227022883,1.8271071667216448e-17,16.73823597889218,HLA-A
ENSG00000136527.13,-1.887077098712422,3.5824318756177515e-17,16.445822059499942,TRA2B
ENSG00000131236.12,-2.1728098260727444,5.57565660804179e-17,16.25370398129184,CAP1
ENSG00000125354.18,-4.297970438362505,8.520635164284032e-17,16.069528029873915,SEPT6
ENSG00000120690.9,-2.532744061247725,8.698515258132131e-17,16.060554870396164,ELF1
ENSG00000119801.8,-2.485221820830022,1.537335839669689e-16,15.81323124806112,YPEL5
ENSG00000213443.2,-7.558191750982585,2.916782969250584e-16,15.535095884475608,RP11-75L1.2
ENSG00000180353.6,-7.535931460564061,3.9956719349079413e-16,15.398410176779404,HCLS1
ENSG00000196628.9,-15.181639253282556,4.293392091601964e-16,15.367199448011736,TCF4
ENSG00000115956.9,-10.5937621613628,4.315328594811013e-16,15.364986128922167,PLEK
ENSG00000242574.4,-4.218991175929078,6.33212323092761e-16,15.198450641821196,HLA-DMB
ENSG00000135486.13,-1.5650665239422086,1.2945392107482504e-15,14.887884790533324,HNRNPA1
ENSG00000145779.7,-4.272710106134044,1.5826140694728553e-15,14.800624977704134,TNFAIP8
ENSG00000136560.9,-2.7660873847997047,2.0878135177060407e-15,14.680308294869029,TANK
ENSG00000175567.4,-4.255762524226226,2.3243204279518984e-15,14.633704000851974,UCP2
ENSG00000150867.9,-2.0983952584111325,2.3837867708393928e-15,14.622732594732732,PIP4K2A
ENSG00000109971.9,-1.3701745437889663,3.2092432761126787e-15,14.493597360041084,HSPA8
ENSG00000147010.13,-5.708790207442032,3.371191143700086e-15,14.47221662264937,SH3KBP1
ENSG00000214182.5,-1.328187592240416,4.075488684260921e-15,14.389820308358807,PTMAP5
ENSG00000115935.12,-7.667684299815804,5.7489243914579376e-15,14.240413403058414,WIPF1
ENSG00000156738.13,-19.30535863521726,6.705880445367525e-15,14.173544193582416,MS4A1
ENSG00000152061.17,-3.5075353528497906,6.7336283456841365e-15,14.171750857635011,RABGAP1L
ENSG00000238000.1,-1.8574067451148744,7.569377155711299e-15,14.120939854841575,RP11-274E7.2
ENSG00000091527.11,-2.6743132996158794,7.976997871784194e-15,14.098160523815952,CDV3
ENSG00000122566.16,-1.6180890676587725,8.723300833708752e-15,14.05931915008902,HNRNPA2B1
ENSG00000164032.7,-1.8411428236205327,1.1608377579423762e-14,13.935228474278682,H2AFZ
ENSG00000086061.11,-1.751376684497048,1.597978111360985e-14,13.79642917382068,DNAJA1
ENSG00000133226.12,-1.48699256781898,1.7139538025755922e-14,13.766000888105289,SRRM1
ENSG00000110848.4,-10.94540852169702,1.7285338683394378e-14,13.762322106611116,CD69
ENSG00000105939.8,-2.2724920696574484,2.0193595798958893e-14,13.694786340957288,ZC3HAV1
ENSG00000113580.10,-4.265190823972883,2.0335339162226908e-14,13.691748579834004,NR3C1
ENSG00000008988.5,-1.1767589221395696,2.078873362549178e-14,13.68217196551278,RPS20
ENSG00000167283.3,-1.1007127963027017,2.1009771155011083e-14,13.677578678039415,ATP5L
ENSG00000147065.12,-3.0315397164275013,2.1019277589556184e-14,13.677382214295443,MSN
ENSG00000064666.10,-5.841815539044158,2.3692023635080272e-14,13.625397842780217,CNN2
ENSG00000164104.7,-3.995487791733554,3.512945971101864e-14,13.45432852957967,HMGB2
ENSG00000138071.9,-1.950808698437668,4.4433899842448326e-14,13.35228556824172,ACTR2
ENSG00000110031.8,-4.222669508338528,5.929890928534183e-14,13.226953294759072,LPXN
ENSG00000130816.10,-2.564381820237978,8.336750317823377e-14,13.079003205245836,DNMT1
ENSG00000118308.10,-19.35989212636451,8.824317045387076e-14,13.054318896693369,LRMP
ENSG00000185650.8,-1.9075518290599467,8.88076249437115e-14,13.051549744482497,ZFP36L1
ENSG00000203875.6,-2.05261530733714,9.352045916534753e-14,13.02909336954845,SNHG5
ENSG00000168421.8,-4.2431375062603465,9.541502699403534e-14,13.020383222500744,RHOH
ENSG00000115091.7,-2.3332053090238567,9.73852556479246e-14,13.011506791329444,ACTR3
ENSG00000129534.9,-3.376239340813349,1.0112694475680083e-13,12.995133113448636,MIS18BP1
ENSG00000070190.8,-3.179593338381314,1.20406627736225e-13,12.919349606848554,DAPP1
ENSG00000116731.18,-2.4707873031239185,1.2240816104314678e-13,12.91218962648905,PRDM2
ENSG00000140968.6,-12.305517837662688,1.4256361200002401e-13,12.845991309857377,IRF8
ENSG00000104894.7,-3.7943093436932256,1.4456144844772399e-13,12.839947508968828,CD37
ENSG00000267020.1,-4.335044042446324,1.940083492912423e-13,12.712179579486843,AC011558.5
ENSG00000156273.11,-4.402098551735348,2.361816934524843e-13,12.626753767775348,BACH1
