Gene,log2FC,pval,-log10(pval),GeneName
ENSG00000103363.10,0.9199851701164636,8.21924665339166e-08,7.08516798650719,TCEB2
ENSG00000234741.3,1.377124894856081,9.573513273282432e-08,7.018928656246278,GAS5
ENSG00000143742.8,1.4360066256581767,9.575569002547849e-08,7.018835409805866,SRP9
ENSG00000203667.5,1.6603232950595626,9.788922872477548e-08,7.009265093311787,COX20
ENSG00000143222.7,1.868878140431959,1.0169188605911013e-07,6.992713697818001,UFC1
ENSG00000164919.6,1.0637942379275938,1.0839727943662537e-07,6.964981617617633,COX6C
ENSG00000185630.14,5.34201626951102,1.0865494211436049e-07,6.96395051523225,PBX1
ENSG00000039068.14,3.735292656956612,1.1332275484024593e-07,6.945682876462093,CDH1
ENSG00000119888.6,4.775128647092764,1.200958101380965e-07,6.920472143851429,EPCAM
ENSG00000073803.9,2.234362207009781,1.2286422236275885e-07,6.910574563757323,MAP3K13
ENSG00000070087.9,4.007824337037636,1.5319550901882026e-07,6.814753966014987,PFN2
ENSG00000163435.11,5.668091592104859,1.6187363726029017e-07,6.790823874684804,ELF3
ENSG00000160862.8,4.927700400689579,1.6197598922634389e-07,6.790549359033627,AZGP1
ENSG00000169908.6,5.301753582287731,1.662771037227101e-07,6.779167548804984,TM4SF1
ENSG00000198840.2,1.6487498535234604,1.7542733295676838e-07,6.755902739205509,MT-ND3
ENSG00000168653.6,1.3996137051306423,2.012473969969995e-07,6.69626972823786,NDUFS5
ENSG00000143321.14,1.7048467306176436,2.0557656391776443e-07,6.687026397173524,HDGF
ENSG00000257727.1,2.125316251961121,2.1892399457158775e-07,6.659706636152724,CNPY2
ENSG00000136026.9,4.3675506606753975,2.2158231454973363e-07,6.654464905495807,CKAP4
ENSG00000128595.12,2.080930926339491,2.321678417515504e-07,6.634197935833668,CALU
ENSG00000135540.7,4.100431664964686,2.366894587281697e-07,6.625821083507886,NHSL1
ENSG00000174891.8,1.2612524590565777,2.445337795537844e-07,6.611661139564911,RSRC1
ENSG00000210082.2,1.022649304292095,2.633667375892776e-07,6.579439075971106,MT-RNR2
ENSG00000134755.10,4.271245639867145,2.9255833085584214e-07,6.533787530459748,DSC2
ENSG00000147676.9,6.361983168869698,3.068052340086208e-07,6.513137235721516,MAL2
ENSG00000154639.14,5.122898730710013,3.1216799092209413e-07,6.505611630673313,CXADR
ENSG00000146425.6,1.6760341987443343,3.985600726849374e-07,6.399506210605781,DYNLT1
ENSG00000198832.6,3.2653932856510064,4.085338289285305e-07,6.388771975585192,SELM
ENSG00000212907.2,0.9328707870044396,4.280956980585831e-07,6.36845913637687,MT-ND4L
ENSG00000083307.6,6.395038598436028,4.384445746518399e-07,6.358085299548215,GRHL2
ENSG00000235655.2,1.0739670205682152,4.921918711527364e-07,6.307865563210752,H3F3AP4
ENSG00000095739.7,5.031307546518904,5.146944990010839e-07,6.2884504734172895,BAMBI
ENSG00000104447.7,3.3312714179050555,5.226517183926304e-07,6.28178761737717,TRPS1
ENSG00000198804.2,1.0695062281320509,6.613659247370497e-07,6.179558184807704,MT-CO1
ENSG00000248527.1,1.0675427004754994,6.801566728206128e-07,6.167391036846463,MTATP6P1
ENSG00000134531.5,3.3969819637731558,7.6243285866863e-07,6.1177983951203085,EMP1
ENSG00000198899.2,1.1456397144608648,8.659272329361859e-07,6.0625186018187645,MT-ATP6
ENSG00000182718.12,1.4492111244223551,8.679625175834694e-07,6.061499029153173,ANXA2
