Gene,BC01_normal,BC01_tumor,BC02_normal,BC02_tumor,BC03_normal,BC03_tumor,BC08_normal,BC08_tumor
ABCA4,,,1.0,1.0,0.775000000372529,1.100000023841858,,
ABCA5,0.8290972282903062,1.237202401494696,1.071356426978223,0.7223958388556528,0.942592593529918,0.8761904775386764,1.5,1.3666666666666667
ABCA6,1.201636906957165,1.1555555454558797,0.9033333426962296,1.050000000745058,0.8940153345281483,0.9555555565489664,,
ABCA7,1.0237619065564303,1.3740369713388507,1.2539988088744138,1.005104175466113,0.8543859645221558,0.9027777782951792,1.0,1.161904761904762
ABCA8,1.2993750016049792,1.2000000476837158,1.3796296202474168,2.966666559378306,1.1700709341667466,1.1166666600232322,,
ABCA9,1.20375000461936,1.100000023841858,1.1666666666666667,0.7000000004967054,1.012419368450067,0.9357142858207226,,
ABCA9-AS1,,,,,0.8500000002483528,0.1000000014901161,,
ABCB1,0.9553798458871094,1.0127976220980446,1.169166672867895,0.9333050505505373,0.8902097977871523,1.0037037045867354,,
ABCB10,0.8416666734653215,0.9264285801244634,1.0416666678394433,0.7146428599731908,0.9007777799210616,1.0270833348234494,1.2,1.0
ABCB4,1.0,1.041666674738129,2.0999999046325684,1.0,0.9100000001490116,0.775000000372529,,
ABCB7,0.8811111175558634,2.7350000207312406,1.0257080632032651,1.0314814842409556,0.8958051131596646,1.0538461544574835,1.0,1.0
ABCB8,0.9313492111506916,0.95625000136594,1.267777780422734,0.8940340938808566,0.8331707363751361,0.7875000033527613,1.0,1.1666666666666667
ABCB9,1.100000023841858,1.637500036507845,1.030000028759241,1.0666666825612388,0.7157197028511401,1.0,,
ABCC1,0.9953282863146278,1.0536904757665029,1.300740743621632,1.1562931053985936,0.9056161638032134,1.108888889518049,1.0,1.0222222222222224
ABCC10,1.1051435419603397,1.3669642821501289,1.184848482999637,1.003809526691302,0.9278375193717702,1.0333333338300388,1.0,1.0
ABCC13,,,,,0.100000001490116,0.1000000014901161,,
ABCC3,1.0471085899970447,1.1124999942258,1.816666678835948,1.0277777844005165,0.8111111140913434,0.8000000003311369,1.0,1.4298941798941798
ABCC4,1.1707521678176327,1.1037500029429794,1.1066666573286057,1.186160722536789,0.9870400396095048,1.0,,
ABCC5,1.0247727353916023,1.330952378621857,1.1685286960718069,0.9669642890304592,0.923677956987564,0.9466666683554648,1.0,1.1346801346801347
ABCC6,,,,,,,1.0,1.0
ABCC8,1.0,2.0999999046325684,,,0.9446428587349752,1.0,,
ABCC9,0.5500000007450581,1.150000024586916,,,0.8599128505389545,1.2285714255911964,,
ABCD1,0.8316666700877249,2.287500001490116,1.3124999972060325,0.5593750022817402,0.9175606617040332,0.7500000021287373,1.0,1.0
ABCD2,1.0390692711102238,1.0999999936256144,1.0666666666666669,0.6009523866432054,0.8875000001862645,0.7000000004967054,,
ABCD3,1.1120726510165977,1.312752537369126,0.921111117397982,0.7286201347778369,1.0604263295368224,1.0863636320626195,1.2222222222222223,1.25
ABCD4,0.978750005348896,0.8545833418456217,1.3255116974510122,0.6895306353659734,1.006791576058481,1.1871212127646713,1.0,1.0333333333333334
ABCE1,0.9600909697845288,1.0715167975453206,1.1734402979227736,0.9422233222150618,0.8706246911584166,1.042307693606768,1.0,1.174985145573381
ABCF1,1.1142105821240844,1.382381466335401,1.6451532319931603,0.9670738519961194,0.8963775728380141,1.3601851872823856,1.125,1.1222222222222225
ABCF2,1.214596819933352,1.3830266870735657,1.0183760648967428,1.058055557117418,0.8423366485165252,0.9629629648026125,1.0,1.1231481481481482
ABCF2P1,0.1000000014901161,0.1000000014901161,,,,,,
ABCF3,1.0566666617989542,1.266145838631524,1.0192857165066969,0.845982146249818,0.814492755850714,1.0138888876471257,1.0,1.0555555555555556
ABCG1,1.0847435939292878,1.2527634144686015,1.3754208720342478,1.0624337611206018,0.7554050133499898,0.9701149448238572,1.5714285714285714,1.118421052631579
ABCG2,,,1.0250000059604645,0.3250000011175871,1.2476767824831034,1.0,,
ABHD1,0.1000000014901161,1.2000000476837158,0.1000000014901161,0.1000000014901161,0.6250000006208817,0.1000000014901161,1.0,1.0
ABHD10,1.012311131287888,0.8649999977089464,1.2522222167915766,0.8535714309573883,0.8947964130855167,0.966666666721856,1.3333333333333333,1.0972222222222223
ABHD11,0.9307765148396632,1.5595454437827525,0.7625000067055225,0.9481410331450976,0.8780914855839642,0.8407407419549094,1.1666666666666667,1.0
ABHD11-AS1,,,1.625,0.1000000014901161,,,,
ABHD12,0.9586842123832968,1.3633522781945595,1.4972222273548443,0.9671920283974242,0.9290696074237942,1.0274074086988414,1.3076923076923077,1.1675061050061049
ABHD13,0.8410657092612476,1.1427318467700245,1.110982906544565,1.26980262275197,0.9048148174942644,1.0611111119464791,1.0,1.0673400673400673
ABHD14A,1.029017861666424,1.3682575723607884,1.1098290684704597,0.6964583330023556,0.8631446051969002,0.9622222223215632,1.0,1.0476190476190477
ABHD14B,1.0144149460375629,1.5052834975170806,1.4040021625343515,1.0557212241730922,0.932556344338279,1.1234848473108177,1.0,1.0544034818228367
ABHD15,1.1373876803457414,1.19213287680448,1.175356124501598,1.0509920654552325,0.8457692323517411,0.9654321003659272,1.0,1.240909090909091
ABHD15-AS1,0.7000000004967054,0.9874999892587464,,,,,,
ABHD16A,0.606547623872757,1.1583333058903615,0.7533333357423544,0.6434523876135548,0.3861538471701817,0.5500000007450581,1.0,1.0
ABHD17A,0.9572029813036392,1.1120849852774128,1.2984126212163256,1.0279374206404204,0.7895405285813295,1.0784802050502211,1.0,1.2458067262664965
ABHD17AP3,0.2500000012417634,0.3555357153527438,0.3700000010430813,0.1500000014073318,0.2500000012417634,0.1000000014901161,,
ABHD17B,0.9488095296103328,1.006249990547076,1.0311355315176125,0.9266239347533346,0.8494557984683536,0.9289855087796848,1.5,1.0
ABHD17C,0.6333333344923125,1.399999976158142,1.4166666865348816,0.9000000121692817,0.7420370393536156,0.7666666830579439,1.25,1.0
ABHD18,0.9170940291598184,0.8207142877436819,0.8211904771330337,0.8040476236758487,0.8081369830713429,1.0000000018626451,,
ABHD2,1.012456869012358,1.0678075419051485,1.088148147885801,0.9220074222217138,0.920152153924902,1.2006283061229006,1.25,1.1525573192239855
ABHD3,1.0246523034484607,1.2674999961097326,1.2200793659521474,0.9340502146929386,0.9032080243983516,1.1277777810529288,1.0,1.1047619047619046
ABHD4,0.9319047674270612,1.0333333412806194,1.3716666748126347,0.9506613782572524,0.9012033578468498,1.0041666676600771,1.4285714285714286,1.1666666666666667
ABHD5,1.0072222198152707,1.050000011920929,0.9222222258647284,1.0593750119608427,0.8774736847846132,1.0047619058972312,1.0,1.0666666666666669
ABHD6,0.8500000002483526,0.8708333385487398,1.5111111279025122,0.7208333387970924,0.97053140718303,0.9600000001490115,1.0,1.0
ABHD8,0.9137500033713878,0.9256250057835133,1.205555564827389,1.045833337896814,0.902173093130822,1.045833334326744,1.0,1.1333333333333333
ABI1,0.9277294578901942,1.0832834106367852,1.208365498885941,0.9467419820512684,0.91362706809115,1.0130511456394216,1.0,1.2269119769119767
ABI2,1.028392860000687,1.0947619105055837,1.1668166092911578,0.9677999538419266,0.925568702153182,0.98271605004499,1.0,1.1333333333333335
ABI3,0.985827208782601,1.2513640971064288,1.3089122031523723,1.041263282204843,0.9747143533331984,1.1383333339666326,,
ABI3BP,,,1.2333333256344,1.2333333293596902,1.0306477817955828,0.660000005364418,,
ABL1,1.0410714374561776,1.1812156585086095,1.0055555597775512,1.1038205103289622,0.904502419597085,0.922500003129244,1.0,1.143939393939394
ABL2,1.043157330389006,1.1400000055631003,1.2112121178345248,0.9278304580963036,0.9403131978120728,0.9641975309745764,1.0,1.2878787878787878
ABLIM1,0.9988525655732736,1.1324980467245085,1.1630952416293363,0.9941926579912592,0.91327936254727,1.218060201111612,1.0,1.111111111111111
ABLIM2,1.0,1.0666666353742282,1.274999976158142,0.883333341528972,0.8500000002483528,0.8000000003311368,,
ABLIM3,0.9062500116415322,0.5500000007450581,2.4288888891537983,0.825000012293458,0.9294881281803926,1.4031746008532655,1.1666666666666667,1.5
ABO,0.1000000014901161,1.2000000476837158,1.2999999821186066,1.0,0.9322055135771894,0.716666671137015,,
ABR,1.0230729702234862,1.2133333389425562,1.3279629545309293,0.970920720837833,0.8909620022265754,0.9679738570954284,1.4,1.2336601307189543
ABRACL,1.0224488622866483,1.145332865688332,1.329595958772633,0.9809983577563242,0.9266285936621392,1.1170471838166545,1.1538461538461535,1.321885521885522
ABT1,1.1079071989251217,1.2085865120504675,1.3276478486526158,1.0356944568351738,0.9688468410551434,0.9972222230086724,1.0,1.1442307692307692
ABTB1,0.9413425103908916,1.15388393049084,1.199888981219922,0.8805714306737087,0.8148829479941838,0.965591397416848,1.1666666666666667,1.037037037037037
ABTB2,,,1.7166666587193806,1.550000011920929,1.1203703723709892,1.050000011920929,2.0,1.0
AC000036.4,,,,,0.1000000014901161,0.1000000014901161,,
AC000068.10,,,3.0999999046325684,0.5500000007450581,,,,
AC000068.9,,,,,0.5500000007450581,1.0,,
AC000081.2,,,,,0.2500000012417634,0.1000000014901161,,
AC000089.3,0.1354166681257386,0.2717548098373346,0.3121877326917093,0.1132352955858496,0.1675000013783573,0.1000000014901161,,
AC000123.2,0.8833333340783914,0.1000000014901161,0.5500000007450581,0.1000000014901161,,,,
AC000123.3,1.0,0.5500000007450581,1.0,0.7000000004967054,0.7000000004967054,1.0,,
AC000403.4,,,,,0.8500000062502092,1.0,,
AC002044.1,1.0,2.0,1.0,0.6625000005587935,0.7300000004470348,1.0,,
AC002044.4,,,,,0.8500000002483526,0.1000000014901161,,
AC002066.1,,,,,1.0,0.1000000014901161,,
AC002069.5,,,,,0.1000000014901161,0.1000000014901161,,
AC002075.4,0.1732117270890582,0.2756685274224965,0.3103055658478912,0.1038461553935821,0.1812605513608067,0.7336769765851013,,
AC002076.10,,,,,0.1000000014901161,0.1000000014901161,,
AC002116.7,,,0.650000024586916,1.0,1.0,1.0,,
AC002117.1,1.0995833318680526,1.3868055345697534,1.058333323026697,0.875000004346172,0.6900000005132622,1.0,,
AC002306.1,,,1.649999976158142,1.050000011920929,0.1000000014901161,0.7000000004967053,,
AC002310.12,1.3666666348775227,1.366666667163372,1.100000023841858,0.9588888912565178,,,,
AC002331.1,,,1.7500000198682149,0.8691666736888388,,,,
AC002429.5,,,,,0.1000000014901161,0.1000000014901161,,
AC002451.3,,,,,0.5500000007450581,0.1000000014901161,,
AC002467.7,1.0833333513389032,1.050000011920929,1.1166666944821677,0.9041666708265742,0.7300000004470348,0.1000000014901161,,
AC002480.3,1.5,2.0,,,,,,
AC002480.5,,,2.0,1.0,,,,
AC002486.2,,,,,0.1000000014901161,0.2000000029802322,,
AC003075.4,1.0792929340492596,1.4666666686534882,1.2333333388798768,1.0111111191411812,1.092857145837375,1.1,,
AC003080.4,,,,,0.100000001490116,0.1000000014901161,,
AC003104.1,,,1.100000023841858,1.0,,,,
AC003973.3,1.2749999944741526,1.0250000059604645,0.5500000007450581,1.0666666825612383,0.7322751336075641,0.5500000007450581,,
AC003991.3,,,1.0,0.7000000004967054,0.1000000014901161,1.0,,
AC004009.2,,,,,0.1000000014901161,0.1000000014901161,,
AC004053.1,,,0.1000000014901161,1.0,1.0,0.1000000014901161,,
AC004057.1,0.7833333301047485,1.0,0.6645299189556867,0.2600000016003226,,,1.0,1.0
AC004067.5,1.25,1.0,0.6333333340783914,1.1277777817514207,0.5750000067055225,1.0,,
AC004069.2,0.300892858300358,0.239583336127301,0.4166666679084301,0.2125000013038515,0.1000000014901161,0.5500000007450581,,
AC004076.5,1.0,1.0333333412806192,1.0999999766548474,1.1777777804268732,0.436111114712225,0.550000000745058,1.0,1.0
AC004129.9,,,,,0.1000000014901161,0.3250000011175871,,
AC004156.3,,,,,0.2507407429317633,0.6000000006622738,,
AC004159.1,,,,,0.1000000014901161,0.1000000014901161,,
AC004381.6,,,2.199999968210856,1.0666666825612383,,,,
AC004383.3,,,,,0.160000001390775,0.169230770606261,,
AC004386.4,0.1000000014901161,0.1000000014901161,0.2500000012417634,0.1000000014901161,0.1571078445652828,0.7260869569752527,,
AC004453.8,0.9415208850556775,1.0612472396450432,1.016358308758907,0.6153121964112387,0.4967632948136056,0.941666667021949,2.4339622641509435,1.7181962157205968
AC004461.4,,,,,0.1000000014901161,0.4000000009934107,,
AC004538.3,,,,,0.8666666708886623,1.0,,
AC004540.5,,,,,0.8944444552891785,0.1000000014901161,,
AC004691.5,,,,,1.0,0.1000000014901161,,
AC004692.5,,,,,0.1000000014901161,0.5500000007450581,,
AC004754.3,1.0,1.0,,,0.7000000004967054,1.0,,
AC004791.2,1.574999988079071,0.8555555534031655,1.1000000201165676,1.050000011920929,1.1794444476150805,1.6666666666666667,,
AC004854.4,0.5500000007450581,0.9666666872799397,,,,,,
AC004893.11,1.3833333253860474,1.0333333338300386,0.7166666771388717,0.9166666554907956,0.6348484894542983,1.275000000372529,,
AC004895.4,,,4.400000095367432,1.0,,,,
AC004920.2,,,,,0.1000000014901161,0.2800000011920929,,
AC004938.5,,,,,0.151428572833538,0.2058823542559848,,
AC004951.6,0.9111111139257748,0.720000005265077,1.900000015894572,0.8214285777260859,0.630555557500985,1.0,,
AC004967.7,0.8812500031975409,0.7333333417773247,1.400000015894572,0.7111111142569119,0.5500000007450581,1.0,,
AC004980.7,1.0,1.100000023841858,1.2000000476837158,1.0,0.8583333355685075,1.0,,
AC004980.9,,,1.100000023841858,0.1000000014901161,,,,
AC004987.9,0.7000000004967054,0.1000000014901161,,,,,,
AC005017.2,,,,,0.1500000014073318,0.2125000013038516,,
AC005019.2,0.100000001490116,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1188034202807988,0.6345454553988846,,
AC005037.3,1.0250000059604645,1.050000011920929,,,0.1000000014901161,1.0,,
AC005042.2,,,,,0.1500000014073318,0.1000000014901161,,
AC005076.5,1.0749999769032,1.0,,,1.0285714299432815,0.5500000007450581,,
AC005082.12,,,,,0.3571428582072258,0.1000000014901161,,
AC005083.1,0.8833333396663269,1.0906249987892809,,,0.7833333416945405,1.0,,
AC005094.2,,,,,0.1000000014901161,0.1000000014901161,,
AC005154.6,0.8744047646344241,1.251704544463957,1.0722222295072346,0.8818518588731526,0.8314651660577793,0.9540229883344694,1.125,1.3679487179487178
AC005154.7,1.0,0.1000000014901161,0.600000012665987,0.7333333417773247,,,,
AC005220.3,,,,,0.1000000014901161,0.100000001490116,,
AC005224.2,,,,,0.7611111141741276,1.0,,
AC005229.5,,,,,0.1000000014901161,0.1000000014901161,,
AC005229.7,,,,,0.7000000004967054,1.0,,
AC005251.3,0.384110674554578,0.2812500041909516,0.2370370383615846,0.2125000013038516,0.1680720200699458,0.7547008551211438,1.0,1.0
AC005253.2,,,,,0.1000000014901161,0.1000000014901161,,
AC005253.4,,,,,0.5500000007450581,1.0,,
AC005255.3,0.5958333360031247,0.600000012665987,,,0.1000000014901161,0.7000000004967054,,
AC005262.4,0.1000000014901161,0.1000000014901161,,,0.2312500012728075,0.4700000032782555,,
AC005300.5,,,,,0.2250000012831554,0.6142857149243355,,
AC005306.3,1.0,1.1500000357627869,1.050000011920929,0.8333333476136129,0.7250000004553132,1.0333333412806194,,
AC005329.7,1.0,0.5750000067055225,0.8200000002980232,0.7000000004967054,0.5125000008071462,0.5500000007450581,,
AC005336.5,,,,,0.1000000014901161,1.0,,
AC005363.11,,,1.0,0.1000000014901161,1.0,1.0,,
AC005480.1,0.100000001490116,0.100000001490116,0.2274725604920916,0.1000000014901161,0.240950268510328,0.3806282749194749,,
AC005517.3,,,,,0.1000000014901161,0.5500000007450581,,
AC005519.4,0.3250000011175871,0.5833333420256773,0.1000000014901161,0.3250000011175871,,,,
AC005522.6,,,,,0.1000000014901161,0.2800000011920929,,
AC005523.2,1.100000023841858,1.0,1.100000023841858,0.775000000372529,0.6000000006622739,0.7333333417773247,,
AC005534.6,,,0.3030303041842649,0.1000000014901161,0.2648809536210732,0.8113821141603516,,
AC005534.8,0.4000000009934107,1.100000023841858,,,,,,
AC005537.2,,,1.0,1.100000023841858,0.1000000014901161,1.0,,
AC005562.1,1.0,1.100000023841858,,,,,,
AC005592.1,,,,,0.1000000014901161,1.0,,
AC005593.2,0.698750009201467,1.100000023841858,,,,,,
AC005618.6,1.3249999824911356,0.1000000014901161,,,,,,
AC005682.5,,,1.0100000023841855,1.025000000372529,0.9236111124046148,1.1666666666666667,,
AC005740.6,1.0,1.1500000357627869,,,,,,
AC005785.2,,,0.5500000007450581,0.5500000007450581,0.4375000009313226,0.8500000002483528,,
AC005785.5,0.5500000067469147,1.0,1.050000000745058,1.0,,,,
AC005786.3,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1637628568179738,0.6101851860682169,,
AC005795.1,0.4000000009934107,0.8500000002483528,1.050000011920929,0.1000000014901161,0.5500000007450581,1.0,,
AC005822.1,,,,,1.0,1.0,,
AC005944.2,1.1458333355064194,0.1000000014901161,0.7844444554713038,0.6971590914481292,0.6935064963792138,1.0444444451703985,1.0,1.0
AC006004.1,,,,,0.1000000014901161,0.1000000014901161,,
AC006033.22,,,0.6166666833062967,1.0,0.2350000012665987,0.1000000014901161,,
AC006042.6,,,,,0.1000000014901161,1.100000023841858,,
AC006042.8,1.0,1.050000011920929,0.1000000014901161,0.9999999900658926,0.1000000014901161,0.1000000014901161,,
AC006077.3,0.9000000121692817,1.0,0.933333333581686,0.9375000121071936,0.8632575760341504,0.8583333355685074,,
AC006077.4,,,,,0.1000000014901161,0.1000000014901161,,
AC006116.20,1.0,1.0,2.200000047683716,1.0,,,,
AC006129.2,0.9964751590562142,1.1047619004866909,0.9706349275296642,0.9344230729226882,0.8547619061455839,0.7933333344757557,,
AC006130.4,,,,,0.1000000014901161,0.1000000014901161,,
AC006369.2,1.0190476223286833,1.5579166546774408,1.0472222158892288,0.8027272777744766,,,,
AC006445.6,,,,,0.404212267523673,0.786458333954215,,
AC006445.7,,,,,0.1520833349831047,0.7480769235258683,,
AC006461.2,0.1000000014901161,0.1000000014901161,,,0.1500000014073318,0.1000000014901161,,
AC006483.5,0.2928571455579783,0.3250000011175871,0.3000000011589792,0.4187500009623666,0.1000000014901161,0.3333333345750968,,
AC006486.10,,,1.0,0.1000000014901161,0.1000000014901161,1.0,,
AC006509.7,,,0.1000000014901161,0.1000000014901161,0.1750000013659397,0.1000000014901161,,
AC006538.1,,,,,0.4250000009520185,0.43333334227403,,
AC006539.2,,,,,0.1226436796516065,0.6198113214154288,,
AC006547.15,,,,,0.1000000014901161,1.0,,
AC006548.28,,,0.1000000014901161,0.5500000007450581,0.2125000013038516,0.1000000014901161,,
AC006942.4,0.9791666589056452,1.0,,,0.716666671137015,0.5500000007450581,,
AC006946.12,,,,,0.1000000014901161,1.0,,
AC006960.5,,,,,0.1000000014901161,1.0,,
AC006978.6,0.947952386155015,1.44523810187266,1.3880392156590045,1.053392616010535,0.916548825649275,1.124444445139832,1.0,1.2698412698412698
AC006994.1,,,,,0.1000000014901161,0.1000000014901161,,
AC006994.2,1.0,0.5500000007450581,,,,,,
AC007016.3,,,,,0.1000000014901161,0.2500000012417634,,
AC007036.4,0.8999999767790239,0.775000000372529,1.1333333253860474,0.9333333345130086,0.6625000005587935,0.8666666708886623,1.0,1.0
AC007038.7,1.0500000063329935,2.3749999701976776,1.0333333412806194,0.1000000014901161,,,,
AC007041.2,,,,,0.6900000005132623,1.0,,
AC007191.4,0.883333341528972,0.7222222242918278,1.0,0.9687500060535968,0.9633333389957746,1.0,,
AC007193.8,,,,,0.5000000008278422,1.0,,
AC007228.11,1.0250000059604645,1.524999976158142,,,0.7000000004967054,2.0,,
AC007228.9,0.7916666696158549,0.5500000007450581,0.2000000013245476,0.8500000002483526,0.429230770175783,0.5833333420256773,,
AC007229.3,,,,,0.1642857156693935,0.5500000007450581,,
AC007238.1,0.6569444496805469,0.8700000122189522,0.5670995676801319,0.9250000063329936,0.5570728298650004,0.9212121213927412,,
AC007246.3,1.1833333239580195,1.5833333333333333,0.5500000007450581,1.0277777765360143,0.926944449212816,1.0125000029802322,1.0,1.0
AC007256.5,,,,,0.1000000014901161,2.0,,
AC007278.2,0.4000000009934107,1.0333333412806194,1.350000003973643,1.050000011920929,,,,
AC007278.3,0.7000000004967054,1.1833333174387617,0.3250000011175871,0.7166666674117247,1.0,0.1000000014901161,,
AC007279.2,,,,,0.100000001490116,0.1000000014901161,,
AC007283.4,,,,,0.100000001490116,0.5500000007450581,,
AC007292.6,0.5500000007450581,2.0,1.100000023841858,1.0,1.0,1.0,,
AC007318.5,0.5555555570042796,0.1000000014901161,0.1666666681567827,0.4000000009934107,0.3050793676740593,0.5500000007450581,,
AC007349.5,1.100000023841858,0.1000000014901161,1.050000011920929,1.050000011920929,,,,
AC007365.4,0.100000001490116,0.2000000028250117,0.1485958501005201,0.1562500013969838,0.21797797036999,0.7733333338300387,,
AC007383.3,1.0250000059604645,1.2000000476837158,0.8666666690260172,0.2833333387970924,0.7621527784216551,1.0,1.0,1.0
AC007383.4,,,,,0.2500000012417634,0.1000000014901161,,
AC007383.6,0.1000000014901161,1.0,,,0.2916666679084301,0.6850000005215406,,
AC007386.3,,,0.1000000014901161,1.0,0.1000000014901161,0.1000000014901161,,
AC007387.2,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1100064992343085,0.75591397899667,,
AC007389.2,,,,,0.1000000014901161,0.1000000014901161,,
AC007390.4,,,,,0.1333333347682599,0.1818181831728328,,
AC007405.6,1.100000023841858,1.100000023841858,,,,,,
AC007559.1,,,,,0.3250000011175871,1.0,,
AC007563.4,,,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,,
AC007566.10,,,,,0.7000000004967053,1.0,,
AC007618.3,,,,,0.2055555582046508,0.5500000007450581,,
AC007620.3,,,,,0.4750000008692343,0.1000000014901161,,
AC007677.2,,,,,0.1000000014901161,0.1000000014901161,,
AC007679.1,,,,,0.1000000014901161,0.1000000014901161,,
AC007679.4,,,,,0.1750000013659397,0.1000000014901161,,
AC007790.4,,,,,0.1000000014901161,0.1333333353201548,,
AC007879.2,0.600000012665987,0.1000000014901161,,,,,,
AC007906.1,,,0.1000000014901161,1.0,0.5000000008278422,1.0,,
AC007950.2,,,1.399999976158142,0.5500000007450581,0.6888888987402121,1.0,,
AC007969.5,1.0052761071614955,0.8852968150430762,0.8562824068386936,0.6153403051086505,0.478794800412428,0.9707213585975876,1.3846153846153846,1.3483289296806191
AC008065.1,,,0.1315789488062523,0.1000000014901161,0.2000000013245476,0.3250000011175871,,
AC008072.1,,,,,0.1000000014901161,1.0,,
AC008074.1,,,,,0.5500000007450581,0.775000000372529,,
AC008079.10,1.0,1.0999999530613422,0.2500000012417634,1.0500000044703484,0.4800000011920929,0.1000000014901161,,
AC008155.1,,,,,0.1000000014901161,0.3454545465382663,,
AC008155.2,,,,,0.1000000014901161,0.3250000011175871,,
AC008264.4,,,,,0.2414285726845264,0.550000000745058,,
AC008280.1,,,,,0.1000000014901161,0.1000000014901161,,
AC008427.2,,,,,0.3970238110937532,1.0,,
AC008440.5,0.1000000014901161,1.0,0.5500000007450581,1.0,0.160000001390775,0.600000012665987,,
AC008522.1,,,0.1000000014901161,1.0,0.5500000007450581,0.1000000014901161,,
AC008592.3,1.0666666825612383,0.5500000007450581,,,,,,
AC008686.1,,,0.5500000007450581,0.1000000014901161,0.100000001490116,0.1000000014901161,,
AC008697.1,0.1000000014901161,1.0,,,,,,
AC008746.12,1.5250000059604645,1.100000023841858,,,,,,
AC008753.3,,,0.1000000014901161,0.1000000014901161,0.1920410920031314,0.1848484862482909,,
AC008753.6,,,3.0,1.0,0.1000000014901161,1.0,,
